dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
0.887061,tcp,,FIN,10,6,686,268,16.909773,254,252,5573.460938,2020.154175,2,1,93.946778,159.926203,5128.875266,261.679156,255,4164690189,757831687,255,0.164719,0.087415,0.077304,69,45,0,0,7,1,1,1,1,1,0,0,0,3,1,0,Shellcode,1
1.009758,tcp,pop3,FIN,20,20,962,3144,38.623116,62,252,7241.338867,23665.07617,7,8,53.145158,51.231738,2971.040688,82.427906,255,300663661,2643899254,255,0.071879,0.026511,0.045368,48,157,0,0,1,1,2,1,1,1,0,0,0,1,1,0,DoS,1
0.768553,tcp,,FIN,10,6,588,268,19.517196,254,252,5516.86084,2331.654297,2,1,83.137444,134.437797,4578.034438,223.096219,255,1085684101,3122545887,255,0.227269,0.096357,0.130912,59,45,0,0,7,1,2,1,1,4,0,0,0,3,3,0,Fuzzers,1
1.964021,tcp,smtp,FIN,22,20,3615,1754,20.875541,62,252,14056.87598,6790.151367,8,8,93.524812,97.989578,4515.293616,116.062898,255,2152505378,632958524,255,0.164278,0.101651,0.062627,164,88,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Exploits,1
0.638417,tcp,ftp,FIN,12,12,824,682,36.026609,254,252,9473.431641,7844.402344,3,4,58.037908,49.320184,2914.617783,69.174305,255,2813917450,3728469536,255,0.164886,0.095224,0.069662,69,57,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
0.393871,tcp,ftp,FIN,14,12,2566,702,63.472557,254,252,48401.63281,13080.42481,4,4,30.29777,32.878273,1598.612487,44.105547,255,1652919151,776820015,255,0.065247,0.020194,0.045053,183,59,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
1.570151,tcp,,FIN,16,12,2150,678,17.195799,254,252,10271.62402,3169.12207,4,4,104.676733,135.727734,5533.502354,185.929484,255,1896507345,1090201719,255,0.129941,0.076172,0.053769,134,57,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
0.232449,tcp,,FIN,10,6,1142,268,64.530285,254,252,35379.80469,7709.218262,2,1,23.404667,44.215,1223.288918,66.771289,255,2568335660,3282893731,255,0.062604,0.011365,0.051239,114,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
1.009796,tcp,ftp-data,FIN,8,8,364,1572,14.854485,62,252,2527.243164,10901.21191,1,2,144.256571,124.368289,8835.001483,216.596141,255,3689867376,1418184547,255,0.1422,0.090507,0.051693,46,197,0,0,1,1,2,1,1,2,0,0,0,5,1,0,Exploits,1
0.25691,tcp,,FIN,10,6,1612,268,58.386206,254,252,45183.14063,6975.205566,2,1,25.788667,45.681801,1329.236063,68.609062,255,3966869311,2040835471,255,0.068924,0.028498,0.040426,161,45,0,0,8,1,2,2,1,8,0,0,0,2,8,0,Fuzzers,1
0.320825,tcp,ftp,FIN,14,12,1836,786,77.924099,254,252,42515.38672,17978.64844,4,4,23.203615,27.787092,1304.947973,33.831961,255,1961084892,2335316242,255,0.030071,0.015158,0.014913,131,66,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.390983,tcp,,FIN,10,6,1612,268,38.364841,254,252,29689.27148,4583.319824,2,1,43.442556,56.965199,2248.397131,100.653156,255,2933551867,2942592100,255,0.141642,0.105443,0.036199,161,45,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1
0.886019,tcp,,FIN,10,8,564,354,19.186948,254,252,4586.809082,2799.037109,2,1,96.983111,119.304711,6192.203505,183.4075,255,3981540386,2845813738,255,0.123699,0.050877,0.072822,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.246037,tcp,,FIN,10,6,884,268,60.966438,254,252,25882.28516,7283.457031,2,1,26.600778,37.577,1608.332312,67.080195,255,2813681834,2446107090,255,0.107552,0.058144,0.049408,88,45,0,0,8,1,3,3,1,8,0,0,0,3,8,0,Fuzzers,1
0.854962,tcp,,FIN,10,8,564,354,19.883925,254,252,4753.427734,2900.713867,2,1,91.398111,115.910289,6590.729098,158.748844,255,4208567486,3083536497,255,0.114341,0.043587,0.070754,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.421046,tcp,,FIN,10,8,1012,354,40.375637,254,252,17309.27344,5890.092773,2,1,45.804778,53.148285,3175.492945,110.266023,255,2988687003,3959583221,255,0.111384,0.048999,0.062385,101,44,0,0,8,1,3,3,1,8,0,0,0,3,8,0,Fuzzers,1
0.715972,tcp,,FIN,10,8,564,354,23.743945,254,252,5676.199707,3463.82251,2,1,77.534222,99.020141,5652.836207,143.276969,255,3703730582,4030096046,255,0.07563,0.022827,0.052803,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.661423,tcp,,FIN,10,8,564,354,25.702159,254,252,6144.328125,3749.491455,2,1,73.491444,89.620289,5600.135895,139.573422,255,2708594223,4033567263,255,0.071129,0.023906,0.047223,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.929417,tcp,smtp,FIN,22,20,3581,1706,44.113675,62,252,29429.20117,13952.83301,8,8,44.257953,45.181949,2130.927396,61.519191,255,2495198164,4012412282,255,0.057197,0.043042,0.014155,163,85,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Exploits,1
0.180388,tcp,,FIN,10,6,468,268,83.154088,254,252,18715.21289,9934.141602,2,1,18.510444,34.686199,989.173613,59.26309,255,4164592323,4213528689,255,0.051704,0.006948,0.044756,47,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,DoS,1
0.883393,tcp,,FIN,10,10,608,646,21.507981,254,252,4962.683594,5270.587402,2,3,98.142333,88.688219,5089.577838,114.311602,255,3423735351,1030883666,255,0.14253,0.085196,0.057334,61,65,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
0.782885,tcp,,FIN,10,10,608,646,24.269209,254,252,5599.800781,5947.233398,2,3,86.987222,71.301219,4180.411956,95.154891,255,2779484017,1498049214,255,0.172711,0.096518,0.076193,61,65,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Exploits,1
0.753866,tcp,ftp,FIN,14,14,698,938,35.815383,62,252,6887.165527,9243.021484,4,5,57.989694,53.92477,3256.244844,89.438242,255,3470959182,515069986,255,0.093841,0.047816,0.046025,50,67,0,0,1,1,2,1,1,1,0,0,0,1,1,0,DoS,1
0.656667,tcp,smtp,FIN,20,20,2552,1740,59.390833,254,252,29543.13281,20138.06055,7,8,34.561421,33.669789,1780.916286,43.29159,255,322395040,979263047,255,0.051953,0.007221,0.044732,128,87,0,0,1,1,1,1,1,1,0,0,0,1,2,0,DoS,1
0.626595,tcp,,FIN,10,8,564,354,27.130761,254,252,6485.848145,3957.899414,2,1,69.125889,88.46543,5436.753163,138.821703,255,971860471,215522368,255,0.052691,0.007331,0.04536,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.236145,tcp,,FIN,10,6,516,268,63.520293,254,252,15753.0332,7588.557617,2,1,23.052,44.328398,1247.563791,63.53559,255,1080304917,2562509764,255,0.028209,0.014494,0.013715,52,45,0,0,1,1,1,1,1,1,0,0,0,2,1,0,DoS,1
0.211874,tcp,,FIN,10,6,572,268,70.796797,254,252,19445.51953,8457.857422,2,1,23.112778,41.235602,1158.822004,67.807805,255,875985261,1771284695,255,0.051566,0.005693,0.045873,57,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.626373,tcp,,FIN,10,8,564,354,27.140378,254,252,6488.146973,3959.302246,2,1,69.1,88.478,5383.280027,139.471031,255,2527199009,2675394587,255,0.053471,0.007023,0.046448,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
0.87977,tcp,,FIN,10,8,564,354,19.323233,254,252,4619.38916,2818.918701,2,1,97.752222,114.208289,6990.466159,168.458156,255,765112716,3721182751,255,0.144058,0.079738,0.06432,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
0.680249,tcp,,FIN,10,8,564,354,24.99085,254,252,5974.283203,3645.723877,2,1,75.583222,87.907141,5443.747356,125.868336,255,2643861431,2048184771,255,0.088189,0.064137,0.024052,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.785907,tcp,,FIN,10,8,564,354,21.631059,254,252,5171.095703,3155.589844,2,1,92.308872,108.06643,6690.310625,143.336437,255,3139519651,3726704799,255,0.092457,0.029434,0.063023,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.666469,tcp,,FIN,10,8,564,354,25.507564,254,252,6097.808105,3721.103516,2,1,72.888667,93.195859,5513.068856,136.978391,255,2959878137,2117886441,255,0.061498,0.014094,0.047404,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.274758,tcp,,FIN,10,6,451,268,54.593495,254,252,11821.31152,6522.103027,2,1,28.202222,51.766398,1464.738518,83.623781,255,3346400441,4040470511,255,0.08453,0.015918,0.068612,45,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,DoS,1
0.313725,tcp,dns,FIN,10,6,508,268,47.812576,254,252,11679.01856,5712.008789,2,1,29.099111,53.895199,1471.131153,71.457492,255,1000627832,2974196242,255,0.062721,0.04424,0.018481,51,45,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
0.680117,tcp,,FIN,10,8,564,354,24.995699,254,252,5975.442383,3646.431396,2,1,74.166222,94.69643,5667.088688,142.602469,255,3700257176,2476716662,255,0.095338,0.017237,0.078101,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.715173,tcp,ftp-data,FIN,8,8,364,1152,20.973946,62,252,3568.367432,11275.59375,1,2,102.027571,93.203,6707.371175,170.530672,255,2203411503,2977820904,255,0.104348,0.062751,0.041597,46,144,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
1.003441,tcp,smtp,FIN,20,20,3920,1820,38.866262,62,252,29689.83789,13784.56738,7,8,52.812685,51.913844,2491.500421,59.125527,255,4004242487,155942376,255,0.072816,0.016466,0.05635,196,91,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.508235,tcp,,FIN,10,6,724,268,29.513907,254,252,10262.96973,3525.928223,2,1,48.616778,89.232797,2479.403782,122.256672,255,533118774,433816081,255,0.140442,0.062062,0.07838,72,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
0.441281,tcp,,FIN,10,8,496,354,38.524206,254,252,8103.680176,5620.001953,2,1,46.863222,59.273145,3137.074135,119.78075,255,2600174947,1352608026,255,0.077559,0.02636,0.051199,50,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
0.666611,tcp,,FIN,10,8,564,354,25.502129,254,252,6096.508789,3720.310547,2,1,72.788111,92.33657,5635.779925,141.089078,255,3379692901,3952113314,255,0.07235,0.020245,0.052105,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.326646,tcp,,FIN,10,6,1612,268,45.921273,254,252,35536.94141,5486.061523,2,1,33.594667,59.290602,1746.075759,89.380844,255,889735689,2123702202,255,0.084918,0.030184,0.054734,161,45,0,0,8,1,2,2,1,8,0,0,0,2,8,0,Fuzzers,1
0.48789,tcp,,FIN,10,8,542,354,34.843919,254,252,8001.803711,5083.112793,2,1,50.685222,65.858859,3260.596406,121.553531,255,911956279,1795472889,255,0.081662,0.026871,0.054791,54,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
0.783746,tcp,,FIN,10,6,696,268,19.138854,254,252,6400.032715,2286.455078,2,1,74.958222,140.015203,4135.816053,200.224594,255,2449400039,698490982,255,0.215321,0.083667,0.131654,70,45,0,0,5,1,2,1,1,5,0,0,0,2,5,0,Shellcode,1
0.450419,tcp,,FIN,10,6,1612,268,33.302325,254,252,25771.55859,3978.517822,2,1,47.542333,73.576797,2500.958652,115.634555,255,1155693495,471468216,255,0.123755,0.082527,0.041228,161,45,0,0,7,1,1,1,1,7,0,0,0,1,7,0,Fuzzers,1
0.508206,tcp,,FIN,10,8,1612,354,33.451002,254,252,22841.13086,4879.910645,2,1,54.089778,63.493855,3630.61127,114.524602,255,325474268,907789791,255,0.107329,0.063746,0.043583,161,44,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1
0.314537,tcp,,FIN,10,6,624,268,47.689145,254,252,14294.02637,5697.263184,2,1,34.948556,57.526199,1743.805906,88.771672,255,936107715,3710728613,255,0.049121,0.025865,0.023256,62,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
0.523683,tcp,,FIN,10,8,1612,354,32.462386,254,252,22166.08008,4735.689453,2,1,56.290111,69.708,3932.771988,115.176187,255,3142171823,1656046909,255,0.092952,0.035724,0.057228,161,44,0,0,8,1,2,2,1,8,0,0,0,2,8,0,Fuzzers,1
1.093939,tcp,,FIN,18,18,1040,3396,31.994473,62,252,7188.701172,23460.17578,6,7,64.349353,62.252941,3140.426895,73.954578,255,3880149169,3305543504,255,0.088444,0.03499,0.053454,58,189,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.973719,tcp,ftp,FIN,14,12,1706,832,25.674758,254,252,13022.23731,6268.749023,4,4,72.637695,85.446367,4195.331598,122.858195,255,3744305950,2419119326,255,0.092528,0.0338,0.058728,122,69,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.784363,tcp,,FIN,10,8,564,354,21.673639,254,252,5181.274902,3161.801514,2,1,86.999889,107.322289,6188.098386,146.956844,255,1586198794,2441737106,255,0.083496,0.033104,0.050392,56,44,0,0,2,1,1,2,1,1,0,0,0,2,1,0,Reconnaissance,1
0.860251,tcp,,FIN,10,8,564,354,19.761674,254,252,4724.202637,2882.879395,2,1,95.583444,114.029711,6640.769624,163.846531,255,904255778,4099909716,255,0.12583,0.06139,0.06444,56,44,0,0,6,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.4281,tcp,,FIN,10,6,1612,268,35.038543,254,252,27115.16016,4185.937988,2,1,44.136333,68.774,2480.611935,107.268641,255,1329881956,2713380628,255,0.190307,0.084224,0.106083,161,45,0,0,8,1,2,2,1,8,0,0,0,2,8,0,Fuzzers,1
0.566412,tcp,,FIN,10,8,1612,354,30.01349,254,252,20493.91797,4378.438477,2,1,60.202,70.299141,3836.332977,108.522922,255,3759172041,862058411,255,0.117482,0.074308,0.043174,161,44,0,0,6,1,1,1,1,6,0,0,0,2,6,0,Fuzzers,1
0.470278,tcp,,FIN,10,8,1612,354,36.148832,254,252,24683.27344,5273.476562,2,1,50.452222,61.63543,3417.170012,116.840719,255,3250408725,2531204294,255,0.092617,0.038827,0.05379,161,44,0,0,8,1,2,2,1,8,0,0,0,2,8,0,Fuzzers,1
0.975644,tcp,,FIN,10,8,564,354,17.424389,254,252,4165.453613,2541.910889,2,1,105.424778,129.500141,7868.629314,178.345063,255,644173190,3344308746,255,0.101765,0.069123,0.032642,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.130644,tcp,,FIN,14,12,774,642,22.111293,254,252,5087.366211,4167.536621,4,3,86.972618,98.839273,4629.968671,170.982047,255,2813157604,890911836,255,0.090836,0.042747,0.048089,55,54,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
0.576454,tcp,,FIN,10,8,534,354,29.490645,254,252,6675.294434,4302.164551,2,1,62.486222,72.965,3905.877276,122.226539,255,2153481005,3567470633,255,0.117805,0.065692,0.052113,53,44,0,0,6,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
0.178147,tcp,,FIN,10,6,512,268,84.200125,254,252,20702.00391,10059.1084,2,1,17.967778,34.138602,961.350912,57.512297,255,3572105704,1848592347,255,0.052153,0.007445,0.044708,51,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
1.309591,tcp,,FIN,10,8,564,354,12.981152,254,252,3103.258789,1893.720947,2,1,145.510111,171.536,8564.029326,255.921359,255,153199106,2571565839,255,0.180798,0.108075,0.072723,56,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
0.192683,tcp,,FIN,10,6,642,268,77.848073,254,252,23997.9668,9300.25,2,1,20.346778,37.063,1057.041042,62.668457,255,1358663438,3155735211,255,0.053916,0.007347,0.046569,64,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
0.624611,tcp,,FIN,10,8,564,354,27.216939,254,252,6506.449219,3970.471191,2,1,68.958444,88.15257,5436.525472,136.333469,255,1805240107,512130278,255,0.066078,0.00752,0.058558,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.287934,tcp,,FIN,12,8,2918,356,65.987343,254,252,74322.58594,8668.65332,3,2,24.85891,40.211285,1343.802233,58.743559,255,252400780,2819619687,255,0.052876,0.00644,0.046436,243,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.637763,tcp,,FIN,10,8,564,354,26.655669,254,252,6372.272949,3888.591797,2,1,70.337444,90.257289,5445.878689,137.222187,255,2551479160,3809929937,255,0.051432,0.005954,0.045478,56,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.25473,tcp,,FIN,12,6,764,268,66.737333,254,252,22015.46875,7034.899902,3,1,23.9902,39.469199,1253.059587,59.805207,255,2743096938,1374977186,255,0.091555,0.057376,0.034179,64,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,DoS,1
1.248833,tcp,smtp,FIN,22,20,3206,1736,32.830652,62,252,19608.70703,10569.86816,7,8,59.468237,61.569684,3125.301031,92.195844,255,4018906005,1835604244,255,0.064369,0.04554,0.018829,146,87,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.919707,tcp,,FIN,10,8,564,354,18.484148,254,252,4418.798828,2696.510986,2,1,99.428,119.65,7145.108094,168.951109,255,2721406756,2995617190,255,0.108174,0.082147,0.026027,56,44,0,0,2,1,1,2,1,1,0,0,0,3,1,0,Reconnaissance,1
0.651101,tcp,,FIN,10,8,564,354,26.109621,254,252,6241.735352,3808.932861,2,1,71.319556,91.61557,5536.490817,141.350094,255,1188751556,4282976975,255,0.057316,0.009788,0.047528,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.644753,tcp,,FIN,10,8,564,354,26.366687,254,252,6303.188965,3846.434326,2,1,70.9,90.73057,5506.509308,140.445875,255,2675436423,1895561501,255,0.059342,0.009629,0.049713,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
0.636352,tcp,,FIN,10,8,564,354,26.714774,254,252,6386.402344,3897.214111,2,1,70.102667,85.154,5421.527873,132.464109,255,4141606296,1151858353,255,0.058912,0.040271,0.018641,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.263743,tcp,,FIN,10,6,1840,268,56.873545,254,252,50230.71484,6794.492676,2,1,25.489111,48.892199,1279.077597,70.688047,255,847302223,4194855727,255,0.066286,0.019272,0.047014,184,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.741526,tcp,,FIN,10,8,564,354,22.925696,254,252,5480.589844,3344.45459,2,1,81.316667,102.845289,5756.456799,155.293359,255,2929849069,1151180425,255,0.072674,0.0216,0.051074,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.660717,tcp,,FIN,10,8,564,354,25.729624,254,252,6150.893555,3753.498047,2,1,73.413,93.317859,5417.622782,135.556719,255,2915786971,1898744263,255,0.051377,0.006837,0.04454,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.634876,tcp,,FIN,10,8,564,354,26.776882,254,252,6401.25,3906.274414,2,1,68.731778,89.767,5423.397144,137.121516,255,899611823,4166677569,255,0.062577,0.006504,0.056073,56,44,0,0,1,1,1,1,1,3,0,0,0,1,1,0,Reconnaissance,1
0.626504,tcp,,FIN,10,8,564,354,27.134703,254,252,6486.790039,3958.474365,2,1,69.611556,87.886,5387.339364,138.988313,255,828498363,1955005359,255,0.051927,0.00656,0.045367,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.267906,tcp,,FIN,12,8,1468,370,70.920395,254,252,40193.19922,9675.035156,3,2,23.145,37.40843,1244.20127,55.501449,255,1820072227,3438351142,255,0.050034,0.006038,0.043996,122,46,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.009165,udp,,CON,2,2,168,112,327.332236,254,60,73322.42188,48881.61328,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,56,0,0,3,0,2,1,1,2,0,0,0,2,2,0,DoS,1
0.803031,tcp,smtp,FIN,22,20,3563,1868,51.056558,62,252,33891.59375,17683.00195,8,8,38.239571,41.439316,1870.070668,50.635937,255,1997867389,3741729985,255,0.050305,0.005954,0.044351,162,93,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
0.310943,tcp,,FIN,12,12,555,594,73.968539,62,252,13095.64746,14021.86231,3,4,28.149091,27.318092,1579.870432,38.019211,255,205890382,2682589097,255,0.022548,0.010435,0.012113,46,50,0,0,1,1,1,1,1,1,0,0,0,2,1,0,DoS,1
0.627665,tcp,,FIN,10,8,564,354,27.084512,254,252,6474.791504,3951.152344,2,1,69.326,88.37657,5439.916462,138.860656,255,1521859835,3669637904,255,0.059787,0.009025,0.050762,56,44,0,0,2,1,2,2,1,1,0,0,0,2,1,0,Reconnaissance,1
0.794022,tcp,,FIN,18,18,1016,3272,44.079382,62,252,9672.275391,31142.71289,6,7,46.707176,45.371707,2306.434245,51.048129,255,2188616473,554266509,255,0.035118,0.021135,0.013983,56,182,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
0.826086,tcp,,FIN,10,10,608,646,23.000027,254,252,5306.953613,5636.217285,2,3,91.787333,77.279109,5109.523921,127.145828,255,2874084781,1694662721,255,0.168646,0.099846,0.0688,61,65,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
0.668823,tcp,,FIN,10,8,564,354,25.417786,254,252,6076.346191,3708.006348,2,1,74.313667,91.29243,5440.276772,130.305117,255,2386331748,2362852108,255,0.037223,0.02898,0.008243,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.685986,tcp,,FIN,10,8,564,354,24.781847,254,252,5924.319336,3615.234131,2,1,73.995556,97.149859,5678.478853,140.331219,255,978317907,3609468747,255,0.053256,0.005927,0.047329,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.088975,tcp,,FIN,10,8,564,354,15.611011,254,252,3731.949951,2277.371094,2,1,114.903333,145.706719,8397.867859,189.148078,255,3716120615,2874014986,255,0.164785,0.069023,0.095762,56,44,0,0,3,1,1,1,1,3,0,0,0,2,3,0,Reconnaissance,1
0.628349,tcp,,FIN,10,8,564,354,27.055028,254,252,6467.743164,3946.851074,2,1,69.359222,88.744289,5443.694811,138.959516,255,3754227436,1375162645,255,0.052679,0.007136,0.045543,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.632891,tcp,,FIN,10,8,564,354,26.860865,254,252,6421.32666,3918.526367,2,1,69.907222,89.550859,5472.455822,139.396766,255,1169322451,3288799244,255,0.051833,0.00603,0.045803,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.650125,tcp,smtp,FIN,18,16,3664,1176,50.759467,254,252,42588.73047,13572.77344,6,6,37.593529,42.835199,1898.320804,50.37823,255,2479145880,1576727910,255,0.053387,0.007594,0.045793,204,74,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
0.634232,tcp,,FIN,10,8,564,354,26.804072,254,252,6407.75,3910.241211,2,1,70.470222,88.818859,5478.446965,140.564922,255,4081693448,2068678622,255,0.05079,0.00578,0.04501,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.452854,tcp,,FIN,16,12,912,694,59.621864,254,252,15104.20508,11253.0752,5,4,29.151001,43.097102,1484.462419,52.331098,255,1322621025,85187537,255,0.069911,0.021874,0.048037,57,58,0,0,7,1,4,2,1,8,0,0,0,2,7,0,Fuzzers,1
0.192139,tcp,,FIN,10,6,1182,268,78.068482,254,252,44301.26172,9326.581055,2,1,21.348778,33.167801,1050.742004,63.496602,255,3725503737,2126940927,255,0.051175,0.006532,0.044643,118,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Exploits,1
0.72065,tcp,,FIN,16,12,912,694,37.466175,254,252,9491.430664,7071.393555,5,4,47.465333,59.653184,2301.82128,73.36082,255,1760896667,433953261,255,0.118294,0.064459,0.053835,57,58,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
0.548582,tcp,,FIN,16,14,912,780,52.863563,254,252,12468.50977,10572.71289,5,4,36.018066,38.481,2676.972545,81.799531,255,869061476,2366090817,255,0.092785,0.048319,0.044466,57,56,0,0,8,1,4,2,1,7,0,0,0,3,7,0,Fuzzers,1
0.55597,tcp,,FIN,16,12,912,694,48.56377,254,252,12302.82227,9165.961914,5,4,36.574732,48.834727,1954.704628,66.768859,255,3762056406,556908967,255,0.037115,0.018779,0.018336,57,58,0,0,8,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1
0.934076,tcp,,FIN,10,8,564,354,18.199804,254,252,4350.82373,2655.030273,2,1,103.772222,123.18457,7329.150505,178.601953,255,269924395,3925594913,255,0.125899,0.071777,0.054122,56,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
0.690094,tcp,,FIN,16,12,912,694,39.125105,254,252,9911.693359,7384.501465,5,4,46.006266,59.215184,2391.796271,82.484844,255,3633664962,352563220,255,0.070174,0.038035,0.032139,57,58,0,0,7,1,2,1,1,8,0,0,0,2,7,0,Fuzzers,1
0.234814,tcp,,FIN,10,6,1482,268,63.880347,254,252,45448.73828,7631.572266,2,1,24.394556,40.507801,1224.226916,59.992336,255,710344695,1545712168,255,0.076528,0.032265,0.044263,148,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.364988,tcp,ftp-data,FIN,8,8,364,836,41.097242,62,252,6992.010742,16044.36328,1,2,51.866287,48.78257,3129.616146,98.297742,255,4118087722,1617721481,255,0.086621,0.023507,0.063114,46,105,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
1.12977,tcp,,FIN,18,18,1000,2794,30.979756,62,252,6691.627441,18686.98828,6,7,66.457059,61.781707,3556.528921,90.955852,255,2860218044,1485380468,255,0.107469,0.078168,0.029301,56,155,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
0.38373,tcp,,FIN,16,12,912,694,70.361974,254,252,17825.0332,13280.1709,5,4,24.856867,31.879273,1196.006392,38.628609,255,2628701625,4118171957,255,0.057217,0.033054,0.024163,57,58,0,0,7,1,2,2,1,8,0,0,0,3,7,0,Fuzzers,1
